"Уникальный идентификатор объявления";"Способ размещения";"Номер объявления на Авито";"Номер телефона";Адрес;"Способ связи";Категория;"Описание объявления";"Ссылки на фото";"Название объявления";Цена;"Вид товара";"Вид объявления";"Тип товара";"Вид запчасти";"Тип детали двигателя";Состояние;Происхождение;Доступность;Производитель;"Номер детали OEM";TypeID;AvitoDateEnd;AvitoStatus;"Название компании";Почта
7980069265;Package;7980069265;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Mitsubishi Pajero Pinin 4G18 в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Mitsubishi Pajero Pinin 4G18 в наличии";85500;;;;;;new;;;;;;17.10_26;active;;
7980067631;Package;7980067631;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Chery Tiggo SQR481F в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Chery Tiggo SQR481F в наличии";116100;;;;;;new;;;;;;17.10_26;active;;
7980066696;Package;7980066696;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Chery A5 SQR481FC в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Chery A5 SQR481FC в наличии";116100;;;;;;new;;;;;;17.10_26;active;;
7980066310;Package;7980066310;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Chery Tiggo SQR481F
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Chery Tiggo SQR481F";116100;;;;;;new;;;;;;17.10_26;active;;
7980064196;Package;7980064196;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Great Wall 4G64S4N в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Great Wall 4G64S4N в наличии";89100;;;;;;new;;;;;;17.10_26;active;;
7980061214;Package;7980061214;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Chery Eastar SQR481FC
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Chery Eastar SQR481FC";116100;;;;;;new;;;;;;17.10_26;active;;
7980061192;Package;7980061192;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Chery A3 sqre4G16 в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Chery A3 sqre4G16 в наличии";121500;;;;;;new;;;;;;17.10_26;active;;
7980057482;Package;7980057482;;"Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Запчасти и аксессуары";"Двигатель Kia Sportage G4GC в наличии
Местоположение: Ставропольский край, Ставрополь, Селекционная ул., 19/1";;"Двигатель Kia Sportage G4GC в наличии";115200;;;;;;new;;;;;;17.10_26;active;;
7980057049;Package;7980057049;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Hyundai ix35 G4KE
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Hyundai ix35 G4KE";135000;;;;;;new;;;;;;17.10_26;active;;
7980055334;Package;7980055334;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Lifan Cebrium LFB479Q в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Lifan Cebrium LFB479Q в наличии";130500;;;;;;new;;;;;;17.10_26;active;;
7980054890;Package;7980054890;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Hyundai i30 G4FC в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Hyundai i30 G4FC в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980054082;Package;7980054082;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Hyundai Matrix G4ED в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Hyundai Matrix G4ED в наличии";108000;;;;;;new;;;;;;17.10_26;active;;
7980054009;Package;7980054009;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Great Wall 4G64S4N
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Great Wall 4G64S4N";89100;;;;;;new;;;;;;17.10_26;active;;
7980052749;Package;7980052749;;"Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Запчасти и аксессуары";"Двигатель Chery A3 SQR481F в наличии
Местоположение: Челябинская обл., Челябинский г.о., Челябинск, Краснопольский пр-т, 1/2";;"Двигатель Chery A3 SQR481F в наличии";116100;;;;;;new;;;;;;17.10_26;active;;
7980052577;Package;7980052577;;"Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Запчасти и аксессуары";"Двигатель Kia Ceed G4FA в наличии
Местоположение: Республика Крым, Симферополь, ул. Героев Сталинграда, 10";;"Двигатель Kia Ceed G4FA в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980052266;Package;7980052266;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Kia Rondo G4KE в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Kia Rondo G4KE в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980049837;Package;7980049837;;"Самарская обл., Самара, ул. Авроры, 110к3";;"Запчасти и аксессуары";"Двигатель Kia Cerato G4KD в наличии
Местоположение: Самарская обл., Самара, ул. Авроры, 110к3";;"Двигатель Kia Cerato G4KD в наличии";135000;;;;;;new;;;;;;17.10_26;active;;
7980049209;Package;7980049209;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Hyundai ix20 G4FA в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Hyundai ix20 G4FA в наличии";81000;;;;;;new;;;;;;17.10_26;active;;
7980045079;Package;7980045079;;"Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Запчасти и аксессуары";"Двигатель Soueast S07 SQR477F в наличии
Местоположение: Волгоградская обл., Волгоград, ул. Пржевальского, 20";;"Двигатель Soueast S07 SQR477F в наличии";94500;;;;;;new;;;;;;17.10_26;active;;
